"Name","Comment","DriverName","Location","PortName"
"102OCCHP502","Color Printer located in Viviani's Office","HP LaserJet 200 color M251 PCL6 Class Driver","SGG Occupational Health","172.25.2.156"
"102NPYHP501","Created: 2/23/2018                                                        By: Steven Kent","HP Universal Printing PCL 6","S1D Room S.1325.006","172.25.21.6"
"NGPG-HCHD-BACKOFFICE","mwdetraz  5/3/2012 (hp LaserJet 4250)","HP Universal Printing PCL 6","NGPG Hall Co Health Dept","172.19.21.161"
"MCS2E-CRD-A","Created by Dave","HP Universal Printing PCL 6","Doctor Dict.","172.25.32.155"
"102GPHHP001","Created by AQZephir on 9/22/2017","HP Universal Printing PCL 6","Kunal Patel Office ext.97981","172.25.21.150"
"NGPG-SA-LOWER-RX","","HP Universal Printing PCL 6","","172.25.100.159"
"102GPHXR503","CCLANGMA - 10/9/2018","Xerox GPD PCL6 V3.6.433.6.0.0","Pharmacy Ground Floor SPT Behind Secretary","172.25.0.211"
"102RSPXR500","CCLANGMA - 8/17/2018","Xerox GPD PCL6 V3.9.520.6.0","Respiratory Therapy SPT Ground Floor","172.25.1.129"
"102S2EHP005","Created by cayarbro 6/23/2017","HP Universal Printing PCL 6","S2E","172.25.32.162"
"102S2EHP002","Created by AQZephir on 6/27/2017","HP Universal Printing PCL 6","S2E Charge Nurse Office","172.25.32.159"
"102S3EHP001","Created by cayarbro 6/27/2017","HP Universal Printing PCL 6","S3E","172.25.50.109"
"102S3BHP001","grlewis","HP Universal Printing PCL 6 (v6.8.0)","","172.25.54.197"
"MCS1D-CM2","Setup for second Xerox printer for CM area.","Xerox GPD PCL6 V3.9.520.6.0","Main Campus - South tower - D area","172.25.16.155"
"102S2BHP003","Downtime printer","HP Universal Printing PCL 6","S2B","172.25.36.117"
"102S2BHP002","Created by AQZephir 5/23/2017","HP Universal Printing PCL 6","S2B EDUCATOR OFFICE","172.25.36.158"
"102S2DHP002","Created by AQZephir on 6/27/2017","HP Universal Printing PCL 6","S2D - Nurse Station BCA Downtime Printer","172.25.34.157"
"102S2BHP004","HP Laserjet 402n","HP Universal Printing PCL 6","S2B Charge Nurse Office","172.25.36.26"
"101SPDXR500","crested by dedalmei","Xerox GPD PCL6 V3.9.520.6.0","GSV SPD Main OR","172.23.100.151_2"
"NGPG-JJM11-F","mwdetraz  5/4/2012","HP LaserJet 400 M401 PCL 6","MP1 Suite 110","172.19.54.155"
"102ACNHP003","SPT GRD ACN\Nursing Excellence","HP Color LaserJet Pro M252 PCL 6","SPT GRD ACN\Nursing Excellence","172.25.0.58"
"101TRNXP001","NGG Computer Lab","Xerox Global Print Driver PCL6","NGG Computer Lab","172.23.100.19"
"101REGXR502","","Xerox GPD PCL6 V3.9.520.6.0","NPT-N1G REG","172.23.110.154"
"101PACHP002","created by dedalmei","HP Universal Printing PCL 6","PACU","172.23.126.97"
"101OPAXR502","OR EDUCATION","Xerox GPD PCL6 V3.9.520.6.0","NPT-N2G","172.23.127.10"
"101REGHP500","Melissa's office","HP Universal Printing PCL 6","NPT-N1G REG","172.23.110.10"
"101PSTXR504","","Xerox GPD PCL6 V3.9.520.6.0","PST noth tower first floor","172.23.111.209_1"
"102CAFHP002","BCA Printer MC.SGG.Dietary","HP Universal Printing PCL 6","MC.SGG.Dietary","172.25.13.151"
"102EOUHP002","EOU CHARGE NURSE OFFICE","HP Universal Printing PCL 6","EOU CHARGE NURSE OFFICE","172.25.24.161"
"102EMSXR514","Left Xerox Printer","Xerox GPD PCL6 V3.9.520.6.0","ER G Area","172.25.18.113"
"102GMEXR001","Created 11/2/18","Xerox AltaLink C8055 PCL6","GME 1st floor","172.25.28.74"
"JJDC1-PGA-C","Dell 3110 CN -RPM","Lexmark Universal v2","NGPG IT 1405","172.20.70.113"
"102EMSXR513","","Xerox GPD PCL6 V3.9.520.6.0","ER Area F","172.25.18.39"
"NGPG-WINDER-C","NGPG WINDER","HP Universal Printing PCL 6","NGPG WINDER","172.17.88.152"
"102CSTXR500","","Xerox WorkCentre 4100/4200 Series Class Driver","","172.25.24.165_1"
"102EFGXR501","Created by: Steven Kent","Xerox GPD PCL6 V3.9.520.6.0","LAUREL WOOD INTAKE (MAIN ER F AREA)","172.25.20.121_1"
"102DTSHP100","SPT Desktop Support Managers Office","HP Universal Printing PCL 6","SPT Desktop Support Managers Office","172.25.4.155"
"210IMCHP003","CREATED BY BOBBY WOODY 4-23-12","HP Universal Printing PCL 6","RIVERPLACE IMAGING DR READING ROOM","172.26.11.234"
"DELL-IT-COLOR2","CREATED BY BOBBY WOODY 3-8-12","Dell 3130cn Color Laser PS","1405 IT MAILROOM","172.20.68.154"
"DAOPR-RCP-A-P8BB","CREATED BY BOBBY WOODY 3/2/2012","Xerox Global Print Driver PCL6","DAHLONEGA REAHAB FRONT DESK","172.17.55.160"
"ED-SVCS-GEM-1","","Xerox AltaLink C8055 PCL6","1211 Sherwood Park GME","172.23.107.30"
"DTC4500e Card Printer","","DTC4500e Card Printer","","172.23.110.165"
"DA400-RAD-F","CREATED BY BOBBY WOODY 3-18-13","HP LaserJet 400 M401 PCL 6","DAWSONVILLE IMAGING CENTER FRONT DESK","172.17.72.155"
"DA400-RAD-C","CREATED BY BOBBY WOODY 3-18-13","HP LaserJet 400 M401 PCL 6","DAWSONVILLE IMAGING CENTER READING ROOM PRINTER","172.17.72.152"
"DA400-RAD-B-P753","CREATED BY BOBBY WOODY 3-18-13","Xerox Global Print Driver PCL6","DAWSONVILLE IMAGING CENTER TECH WORK AREA","172.17.72.151"
"DA400-RAD-E","CREATED BY BOBBY WOODY 3-18-13","HP LaserJet 400 M401 PCL 6","DAWSONVILLE IMAGING OFFICE MGR PRINTER","172.17.72.154"
"DA400-RAD-D","CREATED BY BOBBY WOODY 3-18-13","Xerox Global Print Driver PCL6","DAWSONVILLE IMAGING CENTER MRI/CT CTRL RM PRINTER","172.17.72.153"
"ED-SVCS-LP-210","PRINTER BUILT BY RYAN PERPALL 8/21/15","Xerox GPD PCL6 V3.6.433.6.0.0","Ed Services at LP suite 210","172.22.10.152"
"EFW-TRAIN","CREATED BY BOBBY WOODY 4-11-12 (HP LaserJet 5)","HP Universal Printing PCL 6","ESSENTIALLY FOR WOMEN TRAINING RM","172.25.98.155"
"ED_SERVICES_XEROX","CREATED BY RYAN PERPALL 8/21/15","Xerox GPD PCL6 V3.6.433.6.0.0","ED services LP suite 205","172.22.2.160"
"ER-REG-P8F3","Created by Alex on 01/20/2012","Xerox Global Print Driver PCL6","ER Cart Registration","172.25.22.157"
"EMPRX-P92C","CREATED BY BOBBY WOODY 4-11-12","Xerox Global Print Driver PCL6","EMPLOYEE PHARMACY","172.25.98.150"
"ED-SVCS-LP-280-Dell_Color","created  by Ryan P. 11/23/15","Dell 2150cn Color Printer PCL6","ed services suite 280","172.22.10.64"
"ED-SVCS-LP-215","CREATED BY RYAN PERPALL 8/24/15","Xerox GPD PCL6 V3.6.433.6.0.0","ED SERVICES LP SUITE 215","172.22.2.164"
"MCOP4-XEROX","","Xerox GPD PCL6 V3.9.520.6.0","","172.20.28.152"
"ED-SVCS-LP-280","PRINTER CREATED BY RYAN PERPALL 8/21/15","Xerox GPD PCL6 V3.6.433.6.0.0","ED SERVICES LP SUITE 280","172.22.10.164"
"NGPG-Clev-EX5","Exam Room Printer (Plain Paper)","HP Universal Printing PCL 6","","172.19.34.179"
"IT-XEROX","CREATED BY BOBBY WOODY 3-8-12","Xerox Global Print Driver PCL6","1405-T IT MAILROOM","172.20.68.150"
"BUFIC-B","10/3/16 jasewell","HP Universal Printing PCL 6","Buford Imaging Center","172.19.32.151"
"CARST-CONST-A","CREATED BY BOBBY WOODY 8/5/14","Xerox GPD PCL6 V3.9.520.6.0","CARSTON BLDG","172.20.20.151"
"CARDICRH-P86C","CREATED BY BOBBY WOODY 3-8-12","Xerox Global Print Driver PCL6","SHERWOOD CARDIAC REHAB","172.19.2.160"
"BUFIC-A","10/3/16 jasewell","Xerox Global Print Driver PCL6","Buford Imaging Center","172.19.32.182"
"NGPG-MP12-URO-Ex-K","HP","HP Universal Printing PCL 6","MP1 200 URO","172.19.72.150"
"BIC-TECHWRK-P75F","CREATED BY BOBBY WOODY 4-23-12","HP Universal Printing PCL 6","RIVERPLACE IMAGING TECH WORK AREA","172.26.11.232"
"BIC-XEROX-P787","CREATED BY BOBBY WOODY 4-23-12","Xerox GPD PCL6 V3.6.433.6.0.0","RIVERPLACE IMAGING FRONT DESK","172.26.11.238"
"BIC-WIR-P73E","bac","Xerox Global Print Driver PCL6","Braselton Imaging Registration","172.26.11.222"
"OAKCP-QD1-A","PRINTER CREATED BY RYAN PERPALL, 12/4/14 ","Xerox GPD PCL6 V3.9.520.6.0","Oakwood Corporate Plaza","172.24.214.150"
"JJDC1-ITS-A","CREATED BY BOBBY WOODY 3/2/15","Xerox GPD PCL6 V3.5.404.8.0","1405-1 IT AREA","172.20.70.175"
"CASEMGMT-XEROX","CREATED BY BOBBY WOODY 4-11-12","Xerox Global Print Driver PCL6","WISTERIA BLDG. 1ST FLOOR CASE MANAGEMENT","172.30.60.184"
"DA400-RAD-A-P750","CREATED BY BOBBY WOODY 3-18-13","Xerox Global Print Driver PCL6","DAWSONVILLE 400 IMAGING CENTER FRONT DESK","172.17.72.150"
"CONST_P893","Patrick G.","Xerox Global Print Driver PCL6","Construction Bldg","172.20.20.150"
"MCWB4-THC-PRECERT","CREATED BY ZACHARY BRYSON 03/02/2016","Xerox Global Print Driver PCL6","Wisteria 4th Floor","172.20.58.152"
"NGPG-DAW-SPORTSMED-FRT","NGPG DAWSONVILLE SPORTS MED   mwdetraz 8/31/2012","HP Universal Printing PCL 6","NGPG DAWSONVILLE SPORTS MED","172.17.72.185"
"CARST-CONST-B","CREATED BY BOBBY WOODY 8/5/14","Xerox GPD PCL6 V3.9.520.6.0","CARSTON CONSTRUCTION BLDG","172.20.20.153"
"CASEMGMT-BM-P88F","","Xerox Global Print Driver PCL6","Medical Records Ground Floor","172.20.4.171"
"NGPG-JJM13-XRAY-A","Created on 8/11/16 by JE","HP Universal Printing PCL 6","MP1-300 XRAY","172.19.52.186"
"GIC1-TECH","CREATED BY BOBBY WOODY 3-8-12","Xerox GPD PCL6 V3.9.520.6.0","GIC DESK NEAR MRI AREA","172.19.48.160"
"GIC1-SITESUPER","CREATED BY BOBBY WOODY 3-8-12","HP Universal Printing PCL 6","GIC MANAGERS OFFICE","172.19.48.151"
"GIC1-US-A","Created by ZACHARY BRYSON 3/30/2015","Xerox Global Print Driver PCL6","Gainesville Imaging Center Ultrasound Tech Room","172.19.48.191"
"GIC1-TECH-P827","CREATED BY BOBBY WOODY 3-8-12","HP Universal Printing PCL 6","GIC OPERATION MGR OFFICE","172.19.48.152"
"GIC1-REG-P898","CREATED BY BOBBY WOODY 3-8-12","Lexmark Universal v2","GIC REGISTRATION AREA","172.19.48.154"
"GIC1-REG","CREATED BY BOBBY WOODY 3-8-12","Xerox Global Print Driver PCL6","GIC REGISRTATION AREA","172.19.48.156"
"GIC1-REC-P999","CREATED BY BOBBY WOODY 3-8-12","Xerox Global Print Driver PCL6","GIC REGISTRATION AREA","172.19.48.162"
"OAKCP-QD1-J","CREATED BY BOBBY WOODY 1/10/15","Xerox GPD PCL6 V3.9.520.6.0","OAKWOOD CORP PLAZA PASC","172.24.214.159"
"GIC1-REG-Overflow","bac","HP Universal Printing PCL 6","GIC Reg Overflow","172.19.48.201"
"GIC1-XEROX-A","Registration Area  Created by JRE 5/2/16","Xerox Global Print Driver PCL6","Gaineville Imaging Center","172.19.48.166"
"NGPG-HMILL-A","mwdetraz  5/3/2012","Xerox GPD PCL6 V3.6.433.6.0.0","NGPG Hamilton Mill Front Desk","10.74.32.150"
"IT-Xerox2","","Xerox GPD PCL6 V3.9.520.6.0","Technical Services Printer","172.20.68.155"
"NGPG-DAC-G","NGPG Dacula X-Ray Room","HP Universal Printing PCL 6","NGPG Dacula","10.64.168.156"
"JJDCT-CLI-B","CREATED BY BOBBY WOODY 7-17-12","Xerox GPD PCL6 V3.6.433.6.0.0","1405-T CLINICALS TEAM AREA","172.20.70.153"
"NGPG-DAL-LAB","","HP Universal Printing PCL 6","NGPG Dahlonega","172.18.24.210"
"MCSGC-MGRCOLOR","Setup up 8/17/2016 - PG","HP Color LaserJet Pro M252 PCL 6","SGC-NICU MGR. OFFICE","172.25.12.192"
"HOSPICE_XEROX_M20","CREATED BY BOBBY WOODY 2-29-2012","Xerox GPD PCL6 V3.5.404.8.0","HOSPICE Intake","172.19.132.160"
"IT-HDNOC-A","9/23/14 -AS","Xerox GPD PCL6 V3.6.433.6.0.0","1405 HD/NOC Area","172.20.68.151"
"HR-XEROX","Human Rescources","Xerox GPD PCL6 V3.9.520.6.0","Ground Floor Central HR","172.25.8.150"
"FOUNDATION-XEROX","","Xerox Global Print Driver PCL6","LIMESTONE FOUNDATION","172.19.132.153"
"FND_1600C","","HP LJ300-400 color M351-M451 PCL 6","Limestone - Foundation","172.19.132.159"
"GIC1-BACKHALL-B","","HP LaserJet 400 M401 PCL 6","GIC Mammo Coordinator Office","172.19.48.192"
"NGPG-JJM13-URO-A","CREATED BY Tomel 12/12/14","HP LaserJet 400 M401 PCL 6","MP1-3 UROLOGY NURSE STATION","172.19.52.175"
"FM_COLOR","CREATED BY BOBBY WOODY 3-8-12","HP Universal Printing PCL 6","1480 PLANNING AREA","172.19.56.208"
"FH-OB-NURSE","","Lexmark Universal v2 PS3","","172.18.24.12"
"ESSWM-XEROX","CREATED BY BOBBY WOODY 4-11-12","Xerox Global Print Driver PCL6","ESSENTIALLY FOR WOMEN BLDG","172.25.98.154"
"MCOP2-HISTOLOGY","","Xerox Global Print Driver PCL6","Lab OPB 2nd Floor","172.30.20.166"
"FM-P7AA","CREATED BY BOBBY WOODY 3-8-12","HP Universal Printing PCL 6","1480 PLANNING AREA","172.19.56.207"
"GIC1-CT","CREATED BY BOBBY WOODY 3-8-12 (HP LaserJet 4050 Series )","HP Universal Printing PCL 6","GIC CT AREA","172.19.48.153"
"GIC1-PETCOORD-P90E","CREATED BY BOBBY WOODY 3-8-12","Xerox Global Print Driver PCL6","GIC PET COORDINATORS OFFICE","172.19.48.155"
"GIC1-PET","CREATED BY BOBBY WOODY 3-8-12","Xerox Global Print Driver PCL6","GIC PET CT IMAGING","172.19.48.159"
"GIC1-PREP-P885","CREATED BY BOBBY WOODY 3-8-12","HP Universal Printing PCL 6","GIC PREP AREA","172.19.48.163"
"OAKCP-QD1-E","CREATED BY BOBBY WOODY 1/10/15","Xerox GPD PCL6 V3.6.433.6.0.0","OAKWOOD CORP PLAZA CDM","172.24.214.154"
"GIC1-OPMGR-A","","Dell 5330dn Mono Laser Printer","","172.19.48.161"
"GIC1-MRI-P89A","","Xerox Global Print Driver PCL6","","172.19.48.164_1"
"GIC1-MRI","CREATED BY BOBBY WOODY 3-8-12 (HP LaserJet 4050 Series )","HP Universal Printing PCL 6","GIC MRI AREA","172.19.48.157"
"GIC1-NURSE-P7EE","CREATED BY BOBBY WOODY 3-8-12","HP LaserJet 400 M401 PCL 6","GIC","172.19.48.150"
"GIC1-MUS-P899","CREATED BY BOBBY WOODY 3-8-12","Xerox Global Print Driver PCL6","GIC TECHNOLOGIST WORK AREA","172.19.48.158"
"244NGPHP002","1498 JJ Gyno Exam2","HP Universal Printing PCL 6","1498 JJ Gyno Exam2","172.19.58.182"
"244NGPHP001","1498 JJ Gyno Exam1","HP Universal Printing PCL 6","1498 JJ Gyno Exam1","172.19.58.184"
"244NGPHP501","1498 JJ Gyno Front Desk","HP Universal Printing PCL 6","1498 JJ Gyno Front Desk","172.19.58.183"
"Placeholder Only DO NOT USE","","Dell 2150cn Color Printer PCL6","","LPT1:"
"244INFHP501","1498 JJ Infusion Office","HP Universal Printing PCL 6","1498 JJ Infusion Office","172.19.58.181"
"234NGPXP501","","Xerox Global Print Driver PCL6","NGPG Dahlonaga I","172.18.24.210"
"233THCXR500","","Xerox Global Print Driver PCL6","THC Cumming Front Desk ","172.17.89.151_1"
"LW-XEROX-P7B7","CREATED BY BOBBY WOODY 4-11-12","Xerox Global Print Driver PCL6","LAURELWOOD ADMIN AREA","172.25.96.100"
"238NGPHP001","JASEWELL 6/5/17","HP Color LaserJet Pro M452 PCL 6","NGPG CHESTNUT MTN","172.19.19.215"
"NGPG-UC-GAIN-NUR","","HP Universal Printing PCL 6","","172.19.2.157"
"247TRAHP013","5/22/17 - APC","HP Universal Printing PCL 6","NGPG Trauma Clinic","172.25.107.165"
"247INFXR500","CCLANGMA - 10/4/2018","Xerox GPD PCL6 V3.6.433.6.0.0","Infectious Disease Sherwood","172.25.107.63"
"247TRAHP014","5/22/17 - APC","HP Universal Printing PCL 6","NGPG Trauma Clinic","172.25.107.166"
"WCEMS-XEROX","CREATED BY BOBBY WOODY 3/2/2012","Xerox Global Print Driver PCL6","WHITE COUNTY EMS","172.17.56.218"
"OAKCP-QD2-D","/CREATED BY BOBBY WOODY 1/17/15","Xerox GPD PCL6 V3.6.433.6.0.0","OAKWOOD CORP PLAZA PFS","172.24.208.153"
"247INFHP002","CCLANGMA - 10/5/2018","HP Universal Printing PCL 6","Infectious Disease Lab","172.25.107.56"
"244NGPXR502","","Xerox Global Print Driver PCL6","NGPG Gyn Oncology","172.19.58.170"
"247INFHP007","Nurse Alcove 1","HP Universal Printing PCL 6","Trauma Clinic Sherwood","172.25.107.52"
"NGPG-AUBURN-A","HPLJ 400 M401, 172.19.31.150","HP Universal Printing PCL 6","NGPG Auburn","172.19.31.150"
"214HC4HP504","","HP Universal Printing PCL 6","","172.20.58.5"
"214HC3XR501","","Xerox AltaLink C8055 PCL6","","172.30.61.250_1"
"NGPG-GAIN1-D","Created by Dave - 3/20/13","Xerox Global Print Driver PCL6","NGPG Gainesville 1","172.19.30.154"
"214HCRHP001","","HP Universal Printing PCL 6","Wisteria Suite 420","172.20.58.6"
"214HC3XR500","","Xerox AltaLink C8055 PCL6","WISTERIA SUITE 320","172.25.103.89_2"
"214HC2HP500","","HP Universal Printing PCL 6","THC GAINESVILLE - SUITE 200","172.30.60.196"
"210NGPHP512","NGPG Braselton Clinic","HP Universal Printing PCL 6","NGPG Braselton Clinic","172.26.21.227"
"214HC3HP001","Front Desk","HP Universal Printing PCL 6","Wisteria 3rd Floor Suite 300","172.25.103.100"
"214HC2XR508","CREATED BY ZACHARY BRYSON 02/03/2016","Xerox GPD PCL6 V3.6.433.6.0.0","Wisteria Ste. 200","172.30.60.180"
"220NGPHP500","mwdetraz  5/3/2012","HP LaserJet 200 color M251 PCL 6","NGPG Hamilton Mill Front Desk","10.74.32.151"
"228OCHMHP010","","HP Universal Printing PCL 6","","172.19.2.110"
"226NGPHP509","","HP Universal Printing PCL 6","NGPG Clayton","10.64.16.167_1"
"232UCDHP002","","HP Universal Printing PCL 6","URGENT CARE DACULA","172.19.64.202"
"232UCDHP001","","HP Universal Printing PCL 6","URGENT CARE DACULA","172.19.64.200"
"BIC-FILMRM-P7CA","CREATED BY BOBBY WOODY 4-23-12","HP Universal Printing PCL 6","RIVERPLACE IMAGING FILM ROOM","172.26.11.243"
"MCS1D-NEURO-P810","","Xerox GPD PCL6 V3.9.520.6.0","","172.20.6.184"
"221NGPXR001","JASEWELL 5/24/17","Xerox Global Print Driver PCL6","NGPG OAKWOOD UNIVERSITY SUITE B","172.19.18.209"
"224NGPHP507","NGPG Flowery Branch - HP M402n","HP Universal Printing PCL 6","Manager Office - BCA","172.19.28.186"
"222THCHP002","Created by GRLEWIS","HP Universal Printing PCL 6","NGPG Buford","172.19.22.200"
"ACCT-CHECK","CREATED BY BOBBY WOODY 3-8-12 (HP LaserJet 8000 Series)","HP Universal Printing PCL 6","1480 PAYROLL AREA","172.19.56.201"
"600SURXR001","","Xerox GPD PCL6 V3.9.520.6.0","Barrow suite 240","10.71.176.108"
"ACCT_VAULT","CREATED BY BOBBY WOODY 3-8-12","HP Universal Printing PCL 6","1480 ACCOUNTING AREA","172.19.56.204"
"ACCT-MAILROOM","CREATED BY BOBBY WOODY 3-8-12","HP Universal Printing PCL 6","1480 ACCOUNTING AREA","172.19.56.203"
"600SURHP005","","HP Universal Printing PCL 6","Barrow suite 240","10.71.176.107"
"465E2-HPP-A","CREATED BY BOBBY WOODY 8-13-12","Xerox AltaLink C8055 PCL6","465 EE BUTLER HEALTH PARTNERS XEROX 4250","172.19.127.152"
"465E1-MGC-B","Renamed APC 4/18/16","HP Universal Printing PCL 6","465 EE BUTLER  MANAGED CARE AREA","172.19.127.151"
"600SURHP004","","HP Universal Printing PCL 6","Barrow suite 240","10.71.176.106"
"600MTRHP001","","HP Universal Printing PCL 6","Barrow materials room","172.19.76.110"
"AHEC-XEROX","","Xerox GPD PCL6 V3.5.404.8.0","","172.19.25.170"
"BIC-OFFMGR-P75E","CREATED BY BOBBY WOODY 4-23-12","HP Universal Printing PCL 6","RIVERPLACE IMAGING CENTER OFFICE MGR","172.26.11.231"
"BIC-NUCLRCT-P785","CREATED BY BOBBY WOODY 4-23-12","Dell 5330dn Mono Laser Printer","RIVERPLACE IMAGING NUCLEAR CT ROOM","172.26.11.236"
"BIC-PREP-P7A4","CREATED BY BOBBY WOODY 4-23-12","Xerox Global Print Driver PCL6","RIVERPLACE IMAGING Nurse Prep AREA","172.26.11.240"
"MCS4E-P88A","Created by Dave","Xerox GPD PCL6 V3.9.520.6.0","S4E Case Management","172.25.66.151"
"BIC-MRICTRLRM-P788","CREATED BY BOBBY WOODY 4-23-12","Dell 5330dn Mono Laser Printer","RIVERPLACE IMAGING MRI CTRL ROOM","172.26.11.239"
"BIC-CLNCWORK-P786","CREATED BY BOBBY WOODY 4-23-12","HP Universal Printing PCL 6","RIVERPLACE IMAGING CLINICAL WORK ROOM","172.26.11.237"
"BARI-XEROX","CREATED BY BOBBY WOODY 4-12-12","Xerox Global Print Driver PCL6","LPC HYPERBARIC CHAMBER AREA","172.22.2.158"
"BIC-MAMMO-A","8/4/16 jasewell","HP Universal Printing PCL 6","Braselton Imaging Center Mammo","172.26.11.230"
"BIC-CTCTRLRM-P780","CREATED BY BOBBY WOODY 4-23-12","Dell 5330dn Mono Laser Printer","RIVERPLACE IMAGING CT CTRL ROOM","172.26.11.235"
"LPCA2-LIF-B","CREATED BY BOBBY WOODY 6/18/14","Xerox Global Print Driver PCL6","LPC ATRIUM-2 LIFELINE SUITE 285","172.22.10.161"
"247TRAHP020","jasewell 5/22/17","HP Universal Printing PCL 6","NGPG Trauma","172.25.107.174"
"247TRAXR001","5/22/17 - APC","Xerox GPD PCL6 V3.6.433.6.0.0","NGPG Trauma Clinic","172.25.107.168"
"247TRAHP021","5/22/17 - APC","HP Universal Printing PCL 6","NGPG Trauma Clinic","172.25.107.175"
"LPCA2-LIF-A","CREATED BY BOBBY WOODY 1-25-13","HP Universal Printing PCL 6","LPC LIFELINE OFFICE SUITE 285","172.22.10.160"
"247TRAHP017","5/20/17 - APC","HP Universal Printing PCL 6","NGPG Trauma Clinic - Front Office","172.25.107.171"
"247TRAHP015","5/22/17 - APC","HP Universal Printing PCL 6","NGPG Trauma Clinic","172.25.107.170"
"247TRAHP019","5/22/17 - APC","HP Universal Printing PCL 6","NGPG Trauma Clinic","172.25.107.173"
"247TRAHP018","5/22/17 - APC","HP Universal Printing PCL 6","NGPG Trauma Clinic","172.25.107.172"
"247TRAXR002","5/22/17 - APC","Xerox GPD PCL6 V3.6.433.6.0.0","NGPG Trauma Clinic","172.25.107.169"
"465E1-HPP-C","","HP LaserJet 400 M401 PCL 6","Managed Care","172.19.127.154"
"465E1-HPP-B","Jennifer Nicholson's office","HP LaserJet 400 M401 PCL6 Class Driver","Managed Care/Health Partners","172.19.127.153"
"465E1-MGC-A","","Xerox GPD PCL6 V3.5.404.8.0","","172.19.127.150"
"MCC3A-NUR-A-P812","Created by Andy B. - 7/17/2012","Xerox GPD PCL6 V3.6.433.6.0.0","C3A Nurse Station","172.25.48.153"
"408ITSXR001","created by Dedalmei","Xerox GPD PCL6 V3.9.520.6.0","KRISTA GIEPEL office","172.20.71.134"
"402MCAHP003","CCLANGMA - 8/29/2018","HP Universal Printing PCL 6","465 EE Butler Managed Care","172.19.127.246"
"248THCXR501","","Xerox Global Print Driver PCL6","THC Diagnostic Clinic - NGDC","172.17.8.150_1"
"402PRSXR001","6/1/17 - APC","Xerox EX-i C60-C70 Printer","465 EE Butler - Public Relations","172.19.127.155"
"MCN6G-BAR-A-P979","CREATED 2-22-12 BY BOBBY WOODY","Xerox GPD PCL6 V3.9.520.6.0","N6G MAIN NURSE STATION","172.23.160.151"
"NGPG-MP12-URO-Ex-I","HP","HP Universal Printing PCL 6","MP1 200 URO","172.19.72.148"
"NGPG-MP12-URO-Ex-H","HP","HP Universal Printing PCL 6","MP1 200 URO","172.19.72.147"
"NGPG-MP12-URO-Ex-L","HP","HP Universal Printing PCL 6","MP1 200 URO","172.19.72.151"
"NGPG-MP12-URO-Ex-J","HP","HP Universal Printing PCL 6","MP1 200 URO","172.19.72.149"
"NGPG-MP12-URO-Ex-G","HP","HP Universal Printing PCL 6","MP1 200 URO","172.19.72.146"
"NGPG-VASC-A","mwdetraz  5/3/2012, relocated to Wisteria 12/18/13","Lexmark Universal v2","Riverplace Braselton Clinic","172.25.102.163"
"NGPG-MP12-URO-E","HP","HP Universal Printing PCL 6","MP1 200 URO","172.19.72.161"
"NGPG-SA-CLINICAL-1","mwdetraz  5/4/2012","Xerox GPD PCL6 V3.9.520.6.0","NGPG Surgical Associates","172.25.100.154"
"NGPG-MP12-URO-Ex-F","HP","HP Universal Printing PCL 6","MP1 200 URO","172.19.72.145"
"NGPG-MP12-URO-Ex-M","HP","HP Universal Printing PCL 6","MP1 200 URO","172.19.72.152"
"NGPG-MP12-URO-J","","HP LaserJet 400 M401 PCL6 Class Driver","","172.19.72.176"
"NGPG-MP12-URO-I","","Xerox GPD PCL6 V3.9.520.6.0","","172.19.72.173"
"NGPG-MP12-URO-L","","HP Universal Printing PCL 6","","172.19.72.179"
"NGPG-MP12-URO-K","HP LJ M401dn -- Created by DANNY R. 12/10/16","HP Universal Printing PCL 6","MP1 Urology Provider 2 Office","172.19.72.177"
"NGPG-MP12-URO-H","HP","HP Universal Printing PCL 6","MP1 200 URO","172.19.72.164"
"NGPG-MP12-URO-F","HP","HP Universal Printing PCL 6","MP1 200 URO","172.19.72.162"
"NGPG-MP12-URO-Ex-P","HP","HP Universal Printing PCL 6","MP1 200 URO","172.19.72.155"
"NGPG-MP12-URO-G","HP","HP Universal Printing PCL 6","MP1 200 URO","172.19.72.163"
"NGPG-MP12-URO-FRONTDESK","2ND FLOOR UROLOGY","Xerox Global Print Driver PCL6","MED PLAZA 1 - GAINESVILLE","172.19.72.175"
"NGPG-MP12-OB-Ex-N","HP","HP Universal Printing PCL 6","MP1 200 OB","172.19.72.113"
"NGPG-MP12-OB-Ex-L","HP","HP Universal Printing PCL 6","MP1 200 OB","172.19.72.111"
"NGPG-MP12-OB-Ex-P","","HP Universal Printing PCL 6","MP1 200 OB","172.19.72.115"
"NGPG-MP12-OB-Ex-O","","HP Universal Printing PCL 6","MP1 200 OB","172.19.72.114"
"NGPG-MP12-OB-Ex-K","HP","HP Universal Printing PCL 6","MP1 200 OB","172.19.72.110"
"NGPG-MP12-OB-Ex-I","HP","HP Universal Printing PCL 6","MP1 200 OB","172.19.72.108"
"NGPG-MP12-OB-Ex-H","HP","HP Universal Printing PCL 6","MP1 200 OB","172.19.72.107"
"NGPG-MP12-OB-Ex-J","HP","HP Universal Printing PCL 6","MP1 200 OB","172.19.72.109"
"Test Dell 5330dn","","Lexmark Universal v2","","172.25.4.170"
"NGPG-MP12-OB-Ex-Q","","HP Universal Printing PCL 6","MP1 200 OB","172.19.72.116"
